,Filename,Participant,Age,Tokens,POS,Morphemes
0,03\03a.cha,11312/c-00020713-1,3;01,"['.', 'when', ""he's"", 'sleeping', ',', '.', 'and', 'his', 'frog', 'getting', 'out', '!', '.', 'oh', 'what↑', 'he', 'licked', 'on', 'his', 'face', '.', 'and', 'he', 'fell', 'out', 'the', 'window', '.', 'bee', 'beehive', '.', ""he's"", 'standing', 'on', 'two', 'toes', '.', 'he', 'broke', 'it', '.', 'a', 'owl', 'flew', 'out', 'of', 'here', '.', 'and', ""he's"", 'running', 'away', '.', ""he's"", 'sad', '.', 'a', 'reindeer', '.', 'he', 'threw', 'them', 'down', '.', '.', 'frogs', '!', 'a', 'whole', 'family', 'of', 'frogs', '.', 'he', ""doesn't"", 'have', 'a', 'family', '.']","[None, 'conj', 'pro:sub', 'aux', 'part', 'cm', '.', 'coord', 'det:poss', 'n', 'n:gerund', 'prep', '!', None, 'co', 'pro:int', 'pro:sub', 'v', 'prep', 'det:poss', 'n', '.', 'coord', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', 'n', 'n', '.', 'pro:sub', 'aux', 'part', 'prep', 'det:num', 'n', '.', 'pro:sub', 'v', 'pro:per', '.', 'det:art', 'n', 'v', 'adv', 'prep', 'adv', '.', 'coord', 'pro:sub', 'aux', 'part', 'adv', '.', 'pro:sub', 'cop', 'adj', '.', 'det:art', 'n', '.', 'pro:sub', 'v', 'pro:obj', 'adv', '.', None, 'n', '!', 'det:art', 'adj', 'n', 'prep', 'n', '.', 'pro:sub', 'mod', 'neg', 'v', 'det:art', 'n', '.']","[None, 'when', 'he', 'be&3S', 'sleep-PRESP', 'cm', '', 'and', 'his', 'frog', 'get-PRESP', 'out', '', None, 'oh', 'what', 'he', 'lick-PAST', 'on', 'his', 'face', '', 'and', 'he', 'fall&PAST', 'out', 'the', 'window', '', 'bee', 'beehive', '', 'he', 'be&3S', 'stand-PRESP', 'on', 'two', 'toe-PL', '', 'he', 'break&PAST', 'it', '', 'a', 'owl', 'fly&PAST', 'out', 'of', 'here', '', 'and', 'he', 'be&3S', 'run-PRESP', 'away', '', 'he', 'be&3S', 'sad', '', 'a', 'reindeer', '', 'he', 'throw&PAST', 'them', 'down', '', None, 'frog-PL', '', 'a', 'whole', 'family', 'of', 'frog-PL', '', 'he', 'do&3S', 'not', 'have', 'a', 'family', '']"
1,03\03b.cha,11312/c-00020714-1,3;04,"[""they're"", 'looking', 'at', 'it', '.', 'and', ""there's"", 'a', 'frog', '.', ""he's"", 'look^ing', 'at', 'the', 'jar', '.', 'because', 'his', ""frog's"", 'not', 'there', '.', 'getting', 'out', '.', '.', '.', 'climbing', 'up', 'the', 'tree', '.', '.', 'running', 'away', '.', 'fell', 'off', 'the', 'tree', '.', '.', '.', 'and', 'the', ""boy's"", 'falling', '.', 'he', 'falled', 'into', 'the', 'water', '.', '.', 'and', ""there's"", 'frogs', '.', 'they', 'in', 'the', 'water', '.']","['pro:sub', 'aux', 'part', 'prep', 'pro:per', '.', 'coord', 'pro:exist', 'cop', 'det:art', 'n', '.', 'pro:sub', 'aux', 'part', 'prep', 'det:art', 'n', '.', 'conj', 'det:poss', 'adj', 'neg', 'adv', '.', 'n:gerund', 'prep', '.', None, None, 'part', 'prep', 'det:art', 'n', '.', None, 'part', 'adv', '.', 'v', 'prep', 'det:art', 'n', '.', None, None, 'coord', 'det:art', 'n', 'aux', 'part', '.', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', None, 'coord', 'pro:exist', 'cop', 'n', '.', 'pro:sub', 'prep', 'det:art', 'n', '.']","['they', 'be&PRES', 'look-PRESP', 'at', 'it', '', 'and', 'there', 'be&3S', 'a', 'frog', '', 'he', 'be&3S', 'look-PRESP', 'at', 'the', 'jar', '', 'because', 'his', 'frog&dn-POSS', 'not', 'there', '', 'get-PRESP', 'out', '', None, None, 'climb-PRESP', 'up', 'the', 'tree', '', None, 'run-PRESP', 'away', '', 'fall&PAST', 'off', 'the', 'tree', '', None, None, 'and', 'the', 'boy', 'be&3S', 'fall-PRESP', '', 'he', 'fall-PAST', 'into', 'the', 'water', '', None, 'and', 'there', 'be&3S', 'frog-PL', '', 'they', 'in', 'the', 'water', '']"
2,03\03c.cha,11312/c-00020715-1,3;04,"[""there's"", 'a', 'frog', 'in', 'there', '.', ""he's"", 'in', 'there', 'dusty', '.', 'yucky', '.', ""here's"", 'a', 'moon', '.', 'peter', 'pan', 'gonna', 'be', 'in', 'my', 'story', '.', 'those', 'are', 'boots', '.', 'see', '.', '.', 'dog', 'is', 'a', 'going', 'to', 'fall', 'over', '.', 'bonk', 'and', 'ruff', 'ruff', '!', 'he', 'cry', '.', 'and', 'it', 'fall', 'down', '.', '.', 'he', 'see', '.', 'them', 'fall', 'down', '.', 'dog', 'fall', 'down', '.', '.', '.', 'here', ""there's"", 'bees', '.', 'here', ""there's"", 'bees', '.', '.', ""who's"", 'in', 'here↑', '.', 'a', 'owl', 'in', 'there', '.', '.', 'fall', 'fall', 'him', 'down', '.', 'he', 'no', ""don't"", 'like', 'that', '.', ""he's"", 'standing', 'up', 'here', '.', 'he', 'like', 'this', '.', 'uhhuh', '.', 'look', '.', 'bonk', '.', 'him', 'a', 'gonna', 'fall', 'down', ',', '.', 'and', 'him', 'hurt', 'her', '.', '.', 'he', 'splashing', 'in', 'water', '.', '.', 'go', 'in', 'here', '.', 'too', 'big', 'right', 'in', 'there', '.', '.', 'he', 'does', 'have', 'a', 'penis↑', '.', 'he', 'does', 'have', 'a', 'penis', '.', 'he', 'getting', 'out', '.', 'he', 'floating', 'off', '.', 'sitting', 'down', '.', '.', '.']","['pro:exist', 'cop', 'det:art', 'n', 'prep', 'adv', '.', 'pro:sub', 'cop', 'prep', 'adv', 'adj', '.', 'adj', '.', 'pro:exist', 'cop', 'det:art', 'n', '.', 'v', 'n', 'part', 'inf', 'cop', 'prep', 'det:poss', 'n', '.', 'pro:dem', 'cop', 'n', '.', 'v', '.', None, 'n', 'cop', 'det:art', 'n:gerund', 'inf', 'v', 'adv', '.', 'n', 'coord', 'v', 'v', '!', 'pro:sub', 'v', '.', 'coord', 'pro:per', 'v', 'adv', '.', None, 'pro:sub', 'v', '.', 'pro:obj', 'v', 'adv', '.', 'n', 'v', 'adv', '.', None, None, 'adv', 'pro:exist', 'cop', 'n', '.', 'adv', 'pro:exist', 'cop', 'n', '.', None, 'pro:int', 'cop', 'prep', 'adv', '.', 'det:art', 'n', 'prep', 'adv', '.', None, 'v', 'v', 'pro:obj', 'adv', '.', 'pro:sub', 'co', 'mod', 'neg', 'co', 'pro:dem', '.', 'pro:sub', 'aux', 'part', 'adv', 'adv', '.', 'pro:sub', 'v', 'pro:dem', '.', 'co', '.', 'co', '.', 'n', '.', 'pro:obj', 'det:art', 'n:gerund', 'inf', 'v', 'adv', 'cm', '.', 'coord', 'pro:obj', 'v', 'pro:obj', '.', None, 'pro:sub', 'part', 'prep', 'n', '.', None, 'v', 'prep', 'adv', '.', 'adv', 'adj', 'n', 'prep', 'adv', '.', None, 'pro:sub', 'mod', 'v', 'det:art', 'n', '.', 'pro:sub', 'mod', 'v', 'det:art', 'n', '.', 'pro:sub', 'n:gerund', 'prep', '.', 'pro:sub', 'part', 'adv', '.', 'part', 'adv', '.', None, None]","['there', 'be&3S', 'a', 'frog', 'in', 'there', '', 'he', 'be&3S', 'in', 'there', 'dust&dn-Y', '', 'yuck&dn-Y', '', 'here', 'be&3S', 'a', 'moon', '', 'peter', 'pan', 'go-PRESP', 'to', 'be', 'in', 'my', 'story', '', 'those', 'be&PRES', 'boot-PL', '', 'see', '', None, 'dog', 'be&3S', 'a', 'go-PRESP', 'to', 'fall', 'over', '', 'bonk', 'and', 'ruff', 'ruff', '', 'he', 'cry', '', 'and', 'it', 'fall', 'down', '', None, 'he', 'see', '', 'them', 'fall', 'down', '', 'dog', 'fall', 'down', '', None, None, 'here', 'there', 'be&3S', 'bee-PL', '', 'here', 'there', 'be&3S', 'bee-PL', '', None, 'who', 'be&3S', 'in', 'here', '', 'a', 'owl', 'in', 'there', '', None, 'fall', 'fall', 'him', 'down', '', 'he', 'no', 'do', 'not', 'like', 'that', '', 'he', 'be&3S', 'stand-PRESP', 'up', 'here', '', 'he', 'like', 'this', '', 'uhhuh', '', 'look', '', 'bonk', '', 'him', 'a', 'go-PRESP', 'to', 'fall', 'down', 'cm', '', 'and', 'him', 'hurt&ZERO', 'her', '', None, 'he', 'splash-PRESP', 'in', 'water', '', None, 'go', 'in', 'here', '', 'too', 'big', 'right', 'in', 'there', '', None, 'he', 'do&3S', 'have', 'a', 'penis', '', 'he', 'do&3S', 'have', 'a', 'penis', '', 'he', 'get-PRESP', 'out', '', 'he', 'float-PRESP', 'off', '', 'sit-PRESP', 'down', '', None, None]"
3,03\03d.cha,11312/c-00020716-1,3;05,"['a', 'frog', 'a', 'person', '.', 'a', 'person', '.', 'a', 'boot', '.', 'a', 'can', 'of', 'water', '.', 'boots', 'and', 'shoes', 'and', 'a', 'frog', 'and', 'and', 'rubbers', '.', ""he's"", 'in', 'a', 'can', 'of', 'water', '.', ""he's"", 'in', 'the', 'bed', '.', '.', 'he', 'trying', 'jump', 'out', 'the', 'window', '.', 'and', 'the', ""dog's"", 'trying', 'get', 'out', 'the', 'window', '.', '.', 'he', 'trying', 'to', 'put', 'the', 'boot', 'on', 'his', 'head', '.', 'he', 'trying', 'to', 'put', 'his', 'his', 'whole', 'his', 'whole', 'body', 'in', 'the', 'can', '.', '.', '.', 'and', 'he', 'trying', 'pick', 'it', 'up', 'and', 'and', 'and', '.', 'and', 'the', 'dog', 'jump', 'out', 'the', 'window', '.', 'leaves', 'is', 'on', 'there', '.', 'leaves', 'is', 'on', 'that', 'floor', ',', '.', '.', '.', '.', 'a', 'noodle', 'hanging', 'from', 'a', 'tree', '.', 'a', 'onion', ""noodle's"", 'hanging', 'from', 'the', 'tree', '.', 'and', 'the', 'dog', 'trying', 'to', 'eat', 'it', '.', 'and', 'the', 'frog', 'sitting', 'down', '.', '.', '.', 'now', 'and', ""he's"", 'looking', '.', 'now', 'and', 'then', ""he's"", 'trying', 'to', 'eat', 'it', 'again', '.', 'and', 'he', 'trying', 'to', 'bite', 'the', 'tree', 'down', '.', '.', 'the', 'owl', 'come', '.', 'was', 'living', 'in', 'a', 'tree', '.', 'and', 'a', 'boy', 'was', 'doing', 'that', '.', '.', 'the', 'dog', 'was', 'running', 'away', '.', '.', '.', 'a', ""owl's"", 'flying', '.', '.', 'and', 'the', 'boy', 'tried', 'to', 'climb', 'up', 'it', ',', '.', 'he', 'did', '.', 'and', 'the', 'dog', 'is', 'going', 'away', '.', 'a', 'deer', 'trying', 'jumping', 'over', '.', 'and', 'a', ""dog's"", 'running', 'away', 'with', 'the', 'deer', '.', 'and', 'the', 'boy', 'on', 'top', 'of', 'the', 'deer', '.', 'and', 'then', 'they', 'trying', 'to', 'get', 'past', 'him', '.', 'over', 'they', 'went', '.', '.', 'leaves', 'are', 'there', '.', 'and', 'leaves', 'are', 'there', '.', 'and', 'leaves', 'are', 'everywhere', '!', '.', 'he', 'was', 'in', 'the', 'pond', '.', 'the', 'dog', 'was', 'on', 'top', 'of', 'his', 'head', '.', 'and', 'then', 'he', 'fell', 'over', 'with', 'the', 'dog', 'into', 'the', 'pond', '.', '.', 'he', 'was', 'just', 'sitting', 'on', 'the', 'edge', 'before', 'with', 'his', 'dog', ',', '.', 'and', 'pow', 'into', 'the', 'water', 'again', 'pow', '.', 'he', 'went', 'over', 'a', 'log', '.', '.', 'and', 'then', 'he', 'was', 'seeing', 'a', 'lot', 'of', '.', '.', '.', 'frogs', '.', 'and', 'they', 'were', 'go', 'bye', 'bye', '.', 'see', 'you', 'again', '.']","['det:art', 'n', 'det:art', 'n', '.', 'det:art', 'n', '.', 'det:art', 'n', '.', 'det:art', 'n', 'prep', 'n', '.', 'n', 'coord', 'n', 'coord', 'det:art', 'n', 'coord', 'coord', 'n', '.', 'pro:sub', 'cop', 'prep', 'det:art', 'n', 'prep', 'n', '.', 'pro:sub', 'cop', 'prep', 'det:art', 'n', '.', None, 'pro:sub', 'n:gerund', 'n', 'prep', 'det:art', 'n', '.', 'coord', 'det:art', 'n', 'cop', 'n:gerund', 'v', 'prep', 'det:art', 'n', '.', None, 'pro:sub', 'part', 'inf', 'v', 'det:art', 'n', 'prep', 'det:poss', 'n', '.', 'pro:sub', 'part', 'inf', 'v', 'det:poss', 'det:poss', 'adj', 'det:poss', 'adj', 'n', 'prep', 'det:art', 'n', '.', None, None, 'coord', 'pro:sub', 'n:gerund', 'v', 'pro:per', 'adv', 'coord', 'coord', 'coord', '.', 'coord', 'det:art', 'n', 'v', 'prep', 'det:art', 'n', '.', 'v', 'cop', 'adv', 'adv', '.', 'v', 'cop', 'prep', 'det:dem', 'n', 'cm', '.', None, None, None, 'det:art', 'n', 'part', 'prep', 'det:art', 'n', '.', 'det:art', 'n', 'n', 'aux', 'part', 'prep', 'det:art', 'n', '.', 'coord', 'det:art', 'n', 'part', 'inf', 'v', 'pro:per', '.', 'coord', 'det:art', 'n', 'part', 'adv', '.', None, None, 'adv', 'coord', 'pro:sub', 'aux', 'part', '.', 'adv', 'coord', 'adv:tem', 'pro:sub', 'aux', 'part', 'inf', 'v', 'pro:per', 'adv', '.', 'coord', 'pro:sub', 'part', 'inf', 'v', 'det:art', 'n', 'adv', '.', None, 'det:art', 'n', 'v', '.', 'aux', 'part', 'prep', 'det:art', 'n', '.', 'coord', 'det:art', 'n', 'cop', 'n:gerund', 'comp', '.', None, 'det:art', 'n', 'aux', 'part', 'adv', '.', None, None, 'det:art', 'n', 'aux', 'part', '.', None, 'coord', 'det:art', 'n', 'part', 'inf', 'v', 'adv', 'pro:per', 'cm', '.', 'pro:sub', 'v', '.', 'coord', 'det:art', 'n', 'aux', 'part', 'adv', '.', 'det:art', 'n', 'part', 'part', 'adv', '.', 'coord', 'det:art', 'n', 'aux', 'part', 'adv', 'prep', 'det:art', 'n', '.', 'coord', 'det:art', 'n', 'prep', 'n', 'prep', 'det:art', 'n', '.', 'coord', 'adv:tem', 'pro:sub', 'part', 'inf', 'v', 'adj', 'pro:obj', '.', 'adv', 'pro:sub', 'v', '.', None, 'n', 'cop', 'adv', '.', 'coord', 'n', 'cop', 'adv', '.', 'coord', 'n', 'cop', 'adv', '!', None, 'pro:sub', 'cop', 'prep', 'det:art', 'n', '.', 'det:art', 'n', 'cop', 'prep', 'n', 'prep', 'det:poss', 'n', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'adv', 'prep', 'det:art', 'n', 'prep', 'det:art', 'n', '.', None, 'pro:sub', 'cop', 'adv', 'part', 'prep', 'det:art', 'n', 'prep', 'prep', 'det:poss', 'n', 'cm', '.', 'coord', 'on', 'prep', 'det:art', 'n', 'adv', 'on', '.', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', None, 'coord', 'adv:tem', 'pro:sub', 'aux', 'part', 'det:art', 'n', 'prep', '.', None, None, 'n', '.', 'coord', 'pro:sub', 'aux', 'v', 'co', 'co', '.', 'v', 'pro:per', 'adv', '.']","['a', 'frog', 'a', 'person', '', 'a', 'person', '', 'a', 'boot', '', 'a', 'can', 'of', 'water', '', 'boot-PL', 'and', 'shoe-PL', 'and', 'a', 'frog', 'and', 'and', 'rubber-PL', '', 'he', 'be&3S', 'in', 'a', 'can', 'of', 'water', '', 'he', 'be&3S', 'in', 'the', 'bed', '', None, 'he', 'try-PRESP', 'jump', 'out', 'the', 'window', '', 'and', 'the', 'dog', 'be&3S', 'try-PRESP', 'get', 'out', 'the', 'window', '', None, 'he', 'try-PRESP', 'to', 'put&ZERO', 'the', 'boot', 'on', 'his', 'head', '', 'he', 'try-PRESP', 'to', 'put&ZERO', 'his', 'his', 'whole', 'his', 'whole', 'body', 'in', 'the', 'can', '', None, None, 'and', 'he', 'try-PRESP', 'pick', 'it', 'up', 'and', 'and', 'and', '', 'and', 'the', 'dog', 'jump', 'out', 'the', 'window', '', 'leave-3S', 'be&3S', 'on', 'there', '', 'leave-3S', 'be&3S', 'on', 'that', 'floor', 'cm', '', None, None, None, 'a', 'noodle', 'hang-PRESP', 'from', 'a', 'tree', '', 'a', 'onion', 'noodle', 'be&3S', 'hang-PRESP', 'from', 'the', 'tree', '', 'and', 'the', 'dog', 'try-PRESP', 'to', 'eat', 'it', '', 'and', 'the', 'frog', 'sit-PRESP', 'down', '', None, None, 'now', 'and', 'he', 'be&3S', 'look-PRESP', '', 'now', 'and', 'then', 'he', 'be&3S', 'try-PRESP', 'to', 'eat', 'it', 'again', '', 'and', 'he', 'try-PRESP', 'to', 'bite', 'the', 'tree', 'down', '', None, 'the', 'owl', 'come', '', 'be&PAST&13S', 'live-PRESP', 'in', 'a', 'tree', '', 'and', 'a', 'boy', 'be&PAST&13S', 'do-PRESP', 'that', '', None, 'the', 'dog', 'be&PAST&13S', 'run-PRESP', 'away', '', None, None, 'a', 'owl', 'be&3S', 'fly-PRESP', '', None, 'and', 'the', 'boy', 'try-PASTP', 'to', 'climb', 'up', 'it', 'cm', '', 'he', 'do&PAST', '', 'and', 'the', 'dog', 'be&3S', 'go-PRESP', 'away', '', 'a', 'deer', 'try-PRESP', 'jump-PRESP', 'over', '', 'and', 'a', 'dog', 'be&3S', 'run-PRESP', 'away', 'with', 'the', 'deer', '', 'and', 'the', 'boy', 'on', 'top', 'of', 'the', 'deer', '', 'and', 'then', 'they', 'try-PRESP', 'to', 'get', 'past', 'him', '', 'over', 'they', 'go&PAST', '', None, 'leaf-PL', 'be&PRES', 'there', '', 'and', 'leaf-PL', 'be&PRES', 'there', '', 'and', 'leaf-PL', 'be&PRES', 'everywhere', '', None, 'he', 'be&PAST&13S', 'in', 'the', 'pond', '', 'the', 'dog', 'be&PAST&13S', 'on', 'top', 'of', 'his', 'head', '', 'and', 'then', 'he', 'fall&PAST', 'over', 'with', 'the', 'dog', 'into', 'the', 'pond', '', None, 'he', 'be&PAST&13S', 'just', 'sit-PRESP', 'on', 'the', 'edge', 'before', 'with', 'his', 'dog', 'cm', '', 'and', 'pow', 'into', 'the', 'water', 'again', 'pow', '', 'he', 'go&PAST', 'over', 'a', 'log', '', None, 'and', 'then', 'he', 'be&PAST&13S', 'see-PRESP', 'a', 'lot', 'of', '', None, None, 'frog-PL', '', 'and', 'they', 'be&PAST', 'go', 'bye', 'bye', '', 'see', 'you', 'again', '']"
4,03\03e.cha,11312/c-00020717-1,3;08,"['.', ""there's"", 'a', 'dog', '.', 'and', ""there's"", 'a', 'frog', '.', '.', '.', 'and', ""there's"", 'boots', '.', ""he's"", 'wake', 'up', '!', 'they', 'put', 'her', 'head', 'in', 'in', 'the', 'pot', '.', 'going', 'down', '.', 'the', 'dog', 'barked', '.', 'they', 'calling', 'frog', '.', ""there's"", 'bees', '.', '.', 'and', 'the', 'hole', 'in', 'the', 'tree', '.', 'ack', '!', 'and', ""he's"", 'running', 'through', 'there', '.', 'and', 'he', 'fell', 'off', '.', '.', 'oh', ""he's"", 'up', 'there', '!', ""he's"", 'awake', '.', 'he', 'fell', 'off', '.', 'and', 'he', 'fell', 'off', 'of', 'in', 'the', 'pool', '.', 'and', ""there's"", 'no', 'head', '.', 'then', ""there's"", 'a', 'frog', '.', 'he', 'caught', 'a', 'frog', '.', '.']","[None, 'pro:exist', 'cop', 'det:art', 'n', '.', 'coord', 'pro:exist', 'cop', 'det:art', 'n', '.', None, None, 'coord', 'pro:exist', 'cop', 'n', '.', 'pro:sub', 'aux', 'v', 'adv', '!', 'pro:sub', 'v', 'det:poss', 'adj', 'adv', 'prep', 'det:art', 'n', '.', 'part', 'adv', '.', 'det:art', 'n', 'v', '.', 'pro:sub', 'part', 'n', '.', 'pro:exist', 'aux', 'n', '.', None, 'coord', 'det:art', 'n', 'prep', 'det:art', 'n', '.', 'co', '!', 'coord', 'pro:sub', 'aux', 'part', 'adv', 'adv', '.', 'coord', 'pro:sub', 'v', 'adv', '.', None, 'co', 'pro:sub', 'aux', 'adv', 'adv', '!', 'pro:sub', 'cop', 'adj', '.', 'pro:sub', 'v', 'adv', '.', 'coord', 'pro:sub', 'v', 'adv', 'prep', 'prep', 'det:art', 'n', '.', 'coord', 'pro:exist', 'cop', 'qn', 'n', '.', 'adv:tem', 'pro:exist', 'cop', 'det:art', 'n', '.', 'pro:sub', 'v', 'det:art', 'n', '.', None]","[None, 'there', 'be&3S', 'a', 'dog', '', 'and', 'there', 'be&3S', 'a', 'frog', '', None, None, 'and', 'there', 'be&3S', 'boot-PL', '', 'he', 'be&3S', 'wake', 'up', '', 'they', 'put&ZERO', 'her', 'head', 'in', 'in', 'the', 'pot', '', 'go-PRESP', 'down', '', 'the', 'dog', 'bark-PAST', '', 'they', 'call-PRESP', 'frog', '', 'there', 'be&3S', 'bee-PL', '', None, 'and', 'the', 'hole', 'in', 'the', 'tree', '', 'ack', '', 'and', 'he', 'be&3S', 'run-PRESP', 'through', 'there', '', 'and', 'he', 'fall&PAST', 'off', '', None, 'oh', 'he', 'be&3S', 'up', 'there', '', 'he', 'be&3S', 'awake', '', 'he', 'fall&PAST', 'off', '', 'and', 'he', 'fall&PAST', 'off', 'of', 'in', 'the', 'pool', '', 'and', 'there', 'be&3S', 'no', 'head', '', 'then', 'there', 'be&3S', 'a', 'frog', '', 'he', 'catch&PAST', 'a', 'frog', '', None]"
5,03\03f.cha,11312/c-00020718-1,3;09,"['and', 'he', 'this', 'dog', 'is', 'looking', 'into', 'the', 'bowl', '.', 'and', 'then', 'the', 'frog', 'is', 'still', 'in', 'there', '.', 'and', 'now↑', 'he', 'got', 'away', '.', 'the', 'dog', 'got', 'away', ',', '.', 'and', 'then', ',', 'he', 'tried', 'to', 'go', 'in', '.', 'but', 'he', ""couldn't"", 'go', 'in', '!', '.', 'and', 'then', 'he', 'licked', 'the', 'boy', '.', 'and', 'he', 'was', 'mad', '.', 'and', 'then', 'some', 'bees', 'came', 'out', 'of', 'the', 'tree', '.', 'and', 'then', 'he', 'tried', 'to', 'get', 'the', 'bees', '.', 'but', 'he', ""couldn't"", '!', 'and', 'then', 'he', 'looked', 'into', 'the', 'hole', '.', ""there's"", 'a', 'mouse', 'coming', '.', 'and', 'then', 'he', 'climbed', 'a', 'tree', '.', 'and', 'then', 'he', 'tried', 'to', 'climb', 'the', 'tree', '.', 'but', ',', 'see↑', 'owl', 'came', 'out', '.', 'see↑', 'he', 'waked', 'up', 'the', 'the', 'other', 'bees', ',', '.', 'and', 'then', 'they', 'chased', 'after', 'the', 'dog', '.', 'and', 'then', 'he', 'got', 'on', 'top', 'of', 'here', '.', '.', 'but', 'a', 'reindeer', '.', 'and', 'then', 'look', 'what', 'happened', '.', 'splash', 'into', 'the', 'water', '!', '.', '.', '.', 'and', 'then', 'he', 'got', 'out', 'of', 'the', 'water', ',', '.', 'and', 'he', 'looked', 'over', 'it', ',', '.', 'and', 'then', 'there', 'was', 'frogs', '.', 'hum', '.', 'just', 'like', 'the', 'thing', 'frog', 'have', 'his', 'friend', 'and', 'his', 'friend', '.', 'and', 'then', 'the', 'frog', 'jumped', '.', 'and', 'then', 'the', 'other', 'frog', 'jumped', '.', 'while', 'he', 'and', 'them', 'say', ',', 'yah', '.', '.']","['coord', 'pro:sub', 'det:dem', 'n', 'aux', 'part', 'prep', 'det:art', 'n', '.', 'coord', 'adv:tem', 'det:art', 'n', 'cop', 'adv', 'prep', 'adv', '.', 'coord', 'adv', 'pro:sub', 'v', 'adv', '.', 'det:art', 'n', 'v', 'adv', 'cm', '.', 'coord', 'adv:tem', 'cm', 'pro:sub', 'v', 'inf', 'v', 'adv', '.', 'conj', 'pro:sub', 'mod', 'neg', 'v', 'adv', '!', None, 'coord', 'adv:tem', 'pro:sub', 'v', 'det:art', 'n', '.', 'coord', 'pro:sub', 'cop', 'adj', '.', 'coord', 'adv:tem', 'qn', 'n', 'v', 'adv', 'prep', 'det:art', 'n', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'inf', 'v', 'det:art', 'n', '.', 'conj', 'pro:sub', 'mod', 'neg', '!', 'coord', 'adv:tem', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', 'pro:exist', 'cop', 'det:art', 'n', 'part', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'det:art', 'n', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'inf', 'v', 'det:art', 'n', '.', 'conj', 'cm', 'v', 'n', 'v', 'adv', '.', 'v', 'pro:sub', 'v', 'prep', 'det:art', 'det:art', 'qn', 'n', 'cm', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', 'coord', 'adv:tem', 'pro:sub', 'v', 'prep', 'n', 'prep', 'adv', '.', None, 'conj', 'det:art', 'n', '.', 'coord', 'adv:tem', 'v', 'pro:int', 'v', '.', 'n', 'prep', 'det:art', 'n', '!', None, None, None, 'coord', 'adv:tem', 'pro:sub', 'v', 'adv', 'prep', 'det:art', 'n', 'cm', '.', 'coord', 'pro:sub', 'v', 'adv', 'pro:per', 'cm', '.', 'coord', 'adv:tem', 'adv', 'cop', 'n', '.', 'n', '.', 'adv', 'prep', 'det:art', 'n', 'n', 'v', 'det:poss', 'n', 'coord', 'det:poss', 'n', '.', 'coord', 'adv:tem', 'det:art', 'n', 'v', '.', 'coord', 'adv:tem', 'det:art', 'qn', 'n', 'v', '.', 'conj', 'pro:sub', 'coord', 'pro:obj', 'v', 'cm', 'co', '.', None]","['and', 'he', 'this', 'dog', 'be&3S', 'look-PRESP', 'into', 'the', 'bowl', '', 'and', 'then', 'the', 'frog', 'be&3S', 'still', 'in', 'there', '', 'and', 'now', 'he', 'get&PAST', 'away', '', 'the', 'dog', 'get&PAST', 'away', 'cm', '', 'and', 'then', 'cm', 'he', 'try-PAST', 'to', 'go', 'in', '', 'but', 'he', 'could', 'not', 'go', 'in', '', None, 'and', 'then', 'he', 'lick-PAST', 'the', 'boy', '', 'and', 'he', 'be&PAST&13S', 'mad', '', 'and', 'then', 'some', 'bee-PL', 'come&PAST', 'out', 'of', 'the', 'tree', '', 'and', 'then', 'he', 'try-PAST', 'to', 'get', 'the', 'bee-PL', '', 'but', 'he', 'could', 'not', '', 'and', 'then', 'he', 'look-PAST', 'into', 'the', 'hole', '', 'there', 'be&3S', 'a', 'mouse', 'come-PRESP', '', 'and', 'then', 'he', 'climb-PAST', 'a', 'tree', '', 'and', 'then', 'he', 'try-PAST', 'to', 'climb', 'the', 'tree', '', 'but', 'cm', 'see', 'owl', 'come&PAST', 'out', '', 'see', 'he', 'wake-PAST', 'up', 'the', 'the', 'other', 'bee-PL', 'cm', '', 'and', 'then', 'they', 'chase-PAST', 'after', 'the', 'dog', '', 'and', 'then', 'he', 'get&PAST', 'on', 'top', 'of', 'here', '', None, 'but', 'a', 'reindeer', '', 'and', 'then', 'look', 'what', 'happen-PAST', '', 'splash', 'into', 'the', 'water', '', None, None, None, 'and', 'then', 'he', 'get&PAST', 'out', 'of', 'the', 'water', 'cm', '', 'and', 'he', 'look-PAST', 'over', 'it', 'cm', '', 'and', 'then', 'there', 'be&PAST&13S', 'frog-PL', '', 'hum', '', 'just', 'like', 'the', 'thing', 'frog', 'have', 'his', 'friend', 'and', 'his', 'friend', '', 'and', 'then', 'the', 'frog', 'jump-PAST', '', 'and', 'then', 'the', 'other', 'frog', 'jump-PAST', '', 'while', 'he', 'and', 'them', 'say', 'cm', 'yah', '', None]"
