,Filename,Participant,Anon_ID,L1,Age,Education,Years_Learn,Years_Env,Tokens,POS,Morphemes
0,Vercellotti\1060_3G1.cha,1060,fm5,Arabic,19.0,level4,more than 5 years,less than 1 year,"['my', 'topic', 'is', 'describe', 'your', 'favorite', 'meal', 'from', 'your', 'childhood', '.', 'we', 'know', 'as', 'a', 'young', 'child', 'my', 'favorite', 'meal', 'was', 'hamburgers', '.', 'I', 'like', 'hamburgers', 'because', ""it's"", 'usually', 'the', 'fast', 'food', 'that', 'I', 'ate', 'all', 'the', 'time', '.', 'so', 'the', 'ingredients', 'it', 'was', 'ah', 'two', 'pieces', 'of', 'bread', 'a', 'beef', 'a', 'lettuce', 'tomatoes', 'an', 'onion', 'and', 'a', 'little', 'bit', 'of', 'ketchup', 'and', 'mayonnaise', '.', 'hamburgers', 'for', 'me', ""it's"", 'the', 'ah', 'special', 'main', 'dish', '.', 'so', 'usually', 'my', 'mum', 'advise', 'me', 'that', 'she', 'said', 'to', 'me', 'that', ""it's"", 'very', 'bad', 'and', 'not', 'good', 'for', 'health', '.', 'but', 'usually', 'she', 'made', 'it', 'for', 'me', 'in', 'the', 'home', 'hamburger', 'as', 'at', 'any', 'restaurant', 'that', 'they', 'made', 'hamburger', 'that', 'I', 'like', '.', 'eating', 'fast', 'food', ""it's"", 'a', 'bad', 'benefit', 'because', ""it's"", 'and', 'ah', 'bad', 'for', 'health', '.', 'and', ""it's"", 'will', 'make', 'for', 'you', 'some', 'trouble', 'in', 'your', 'body', '.', 'so', ""it's"", 'very', 'significant', 'to', 'stop', 'eating', 'this', 'kind', 'of', 'food', '.', 'and', 'my', 'father', 'try', 'to', 'assist', 'me', 'to', 'stop', 'eating', 'this', 'food', '.', 'many', 'restaurant', 'they', 'are', 'available', 'to', 'make', 'any', 'kind', 'of', 'hamburgers', '.', 'so', ""I'm"", 'trying', 'to', 'stop', 'eating', 'this', 'fast', 'food', 'so', '.']","['det:poss', 'n', 'cop', 'v', 'det:poss', 'adj', 'n', 'prep', 'det:poss', 'n', '.', 'pro:sub', 'v', 'conj', 'det:art', 'adj', 'n', 'det:poss', 'adj', 'n', 'cop', 'n', '.', 'pro:sub', 'v', 'n', 'conj', 'pro:per', 'cop', 'adv', 'det:art', 'adj', 'n', 'pro:rel', 'pro:sub', 'v', 'qn', 'det:art', 'n', '.', 'co', 'det:art', 'n', 'pro:per', 'cop', 'co', 'det:num', 'n', 'prep', 'n', 'det:art', 'n', 'det:art', 'n', 'n', 'det:art', 'n', 'coord', 'det:art', 'adj', 'n', 'prep', 'n', 'coord', 'n', '.', 'n', 'prep', 'pro:obj', 'pro:per', 'cop', 'det:art', 'co', 'n', 'adj', 'n', '.', 'adv', 'adv', 'det:poss', 'n', 'v', 'pro:obj', 'comp', 'pro:sub', 'v', 'prep', 'pro:obj', 'pro:rel', 'pro:per', 'cop', 'adv', 'adj', 'coord', 'neg', 'adj', 'prep', 'n', '.', 'conj', 'adv', 'pro:sub', 'v', 'pro:per', 'prep', 'pro:obj', 'prep', 'det:art', 'adv', 'n', 'conj', 'prep', 'qn', 'n', 'pro:rel', 'pro:sub', 'v', 'n', 'pro:rel', 'pro:sub', 'co', '.', 'part', 'adj', 'n', 'pro:per', 'cop', 'det:art', 'adj', 'n', 'conj', 'pro:per', 'cop', 'coord', 'co', 'adj', 'prep', 'n', '.', 'coord', 'pro:per', 'cop', 'mod', 'v', 'prep', 'pro:per', 'qn', 'n', 'prep', 'det:poss', 'n', '.', 'co', 'pro:per', 'cop', 'adv', 'adj', 'prep', 'n', 'part', 'det:dem', 'adj', 'prep', 'n', '.', 'coord', 'det:poss', 'n', 'v', 'inf', 'v', 'pro:obj', 'inf', 'v', 'part', 'det:dem', 'n', '.', 'qn', 'n', 'pro:sub', 'cop', 'adj', 'inf', 'v', 'qn', 'n', 'prep', 'n', '.', 'adv', 'pro:sub', 'aux', 'part', 'prep', 'n', 'part', 'det:dem', 'adj', 'n', 'adv', '.']","['my', 'topic', 'be&3S', 'describe', 'your', 'favorite', 'meal', 'from', 'your', 'childhood', '', 'we', 'know', 'as', 'a', 'young', 'child', 'my', 'favorite', 'meal', 'be&PAST&13S', 'hamburger-PL', '', 'I', 'like', 'hamburger-PL', 'because', 'it', 'be&3S', 'usual&dadj-LY', 'the', 'fast', 'food', 'that', 'I', 'eat&PAST', 'all', 'the', 'time', '', 'so', 'the', 'ingredient-PL', 'it', 'be&PAST&13S', 'ah', 'two', 'piece-PL', 'of', 'bread', 'a', 'beef', 'a', 'lettuce', 'tomato-PL', 'a', 'onion', 'and', 'a', 'little', 'bit', 'of', 'ketchup', 'and', 'mayonnaise', '', 'hamburger-PL', 'for', 'me', 'it', 'be&3S', 'the', 'ah', 'special', 'main', 'dish', '', 'so', 'usual&dadj-LY', 'my', 'mum', 'advise', 'me', 'that', 'she', 'say&PAST', 'to', 'me', 'that', 'it', 'be&3S', 'very', 'bad', 'and', 'not', 'good', 'for', 'health', '', 'but', 'usual&dadj-LY', 'she', 'make&PAST', 'it', 'for', 'me', 'in', 'the', 'home', 'hamburger', 'as', 'at', 'any', 'restaurant', 'that', 'they', 'make&PAST', 'hamburger', 'that', 'I', 'like', '', 'eat-PRESP', 'fast', 'food', 'it', 'be&3S', 'a', 'bad', 'benefit', 'because', 'it', 'be&3S', 'and', 'ah', 'bad', 'for', 'health', '', 'and', 'it', 'be&3S', 'will', 'make', 'for', 'you', 'some', 'trouble', 'in', 'your', 'body', '', 'so', 'it', 'be&3S', 'very', 'significant', 'to', 'stop', 'eat-PRESP', 'this', 'kind', 'of', 'food', '', 'and', 'my', 'father', 'try', 'to', 'assist', 'me', 'to', 'stop', 'eat-PRESP', 'this', 'food', '', 'many', 'restaurant', 'they', 'be&PRES', 'avail&dv-ABLE', 'to', 'make', 'any', 'kind', 'of', 'hamburger-PL', '', 'so', 'I', 'be&1S', 'try-PRESP', 'to', 'stop', 'eat-PRESP', 'this', 'fast', 'food', 'so', '']"
1,Vercellotti\1060_3G2.cha,1060,fm5,Arabic,19.0,level4,more than 5 years,less than 1 year,"['the', 'topic', 'is', 'transportation', '.', 'in', 'this', 'world', 'a_lot_of', 'countries', 'have', 'a', 'different', 'economies', '.', 'so', 'today', 'I', 'want', 'to', 'talk', 'about', 'the', 'transportation', 'between', 'my', 'country', 'and', 'Pittsburgh', '.', 'Pittsburgh', 'had', 'a', 'good', 'way', 'to', 'pick', 'up', 'people', 'by', 'buses', '.', 'so', 'there', 'is', 'a_lot_of', 'available', 'buses', 'in', 'a', 'specific', 'time', '.', 'and', 'they', 'are', 'capable', 'to', 'pick', 'up', 'people', 'from', 'anywhere', '.', 'so', 'in', 'my', 'country', 'we', ""don't"", 'have', 'a_lot_of', 'buses', '.', 'because', 'in', 'my', 'country', 'we', ""don't"", 'have', 'a', 'good', 'plan', 'to', 'help', 'a', 'company', 'that', 'consist', 'buses', '.', 'so', 'my', 'country', 'should', 'create', 'or', 'process', 'a', 'good', 'plan', 'to', 'have', 'a_lot_of', 'buses', 'to', 'pick', 'up', 'people', 'and', 'flourish', 'in', 'this', '.']","['det:art', 'n', 'cop', 'n', '.', 'prep', 'det:dem', 'n', 'qn', 'n', 'v', 'det:art', 'adj', 'n', '.', 'adv', 'adv:tem', 'pro:sub', 'v', 'prep', 'n', 'prep', 'det:art', 'n', 'prep', 'det:poss', 'n', 'coord', 'n:prop', '.', 'n:prop', 'v', 'det:art', 'adj', 'n', 'inf', 'v', 'adv', 'n', 'prep', 'n', '.', 'co', 'pro:exist', 'cop', 'qn', 'adj', 'n', 'prep', 'det:art', 'adj', 'n', '.', 'coord', 'pro:sub', 'cop', 'adj', 'inf', 'v', 'adv', 'n', 'prep', 'adv', '.', 'adv', 'prep', 'det:poss', 'n', 'pro:sub', 'mod', 'neg', 'v', 'qn', 'n', '.', 'conj', 'prep', 'det:poss', 'n', 'pro:sub', 'mod', 'neg', 'v', 'det:art', 'adj', 'n', 'inf', 'v', 'det:art', 'n', 'pro:rel', 'v', 'n', '.', 'co', 'det:poss', 'n', 'mod', 'v', 'coord', 'v', 'det:art', 'adj', 'n', 'inf', 'v', 'qn', 'n', 'inf', 'v', 'adv', 'n', 'coord', 'n', 'adv', 'det:dem', '.']","['the', 'topic', 'be&3S', 'transport&dv-ATION', '', 'in', 'this', 'world', 'a_lot_of', 'country-PL', 'have', 'a', 'different', 'economy-PL', '', 'so', 'today', 'I', 'want', 'to', 'talk', 'about', 'the', 'transport&dv-ATION', 'between', 'my', 'country', 'and', 'Pittsburgh', '', 'Pittsburgh', 'have&PAST', 'a', 'good', 'way', 'to', 'pick', 'up', 'person&PL', 'by', 'bus-PL', '', 'so', 'there', 'be&3S', 'a_lot_of', 'avail&dv-ABLE', 'bus-PL', 'in', 'a', 'specific', 'time', '', 'and', 'they', 'be&PRES', 'capable', 'to', 'pick', 'up', 'person&PL', 'from', 'anywhere', '', 'so', 'in', 'my', 'country', 'we', 'do', 'not', 'have', 'a_lot_of', 'bus-PL', '', 'because', 'in', 'my', 'country', 'we', 'do', 'not', 'have', 'a', 'good', 'plan', 'to', 'help', 'a', 'company', 'that', 'consist', 'bus-PL', '', 'so', 'my', 'country', 'should', 'create', 'or', 'process', 'a', 'good', 'plan', 'to', 'have', 'a_lot_of', 'bus-PL', 'to', 'pick', 'up', 'person&PL', 'and', 'flourish', 'in', 'this', '']"
2,Vercellotti\1060_3G3.cha,1060,fm5,Arabic,19.0,level4,more than 5 years,less than 1 year,"['the', 'topic', 'is', 'someone', 'I', 'admire', '.', ""I'll"", 'talk', 'today', 'about', 'my', 'father', '.', 'my', 'father', 'born', 'in', 'Jeddah', 'Saudi', 'Arabia', '.', 'and', 'I', 'admire', 'with', 'my', 'father', 'because', ""he's"", 'intelligent', 'man', 'and', 'polite', 'man', '.', 'and', 'he', 'like', 'his', 'family', 'and', 'his', 'children', '.', 'and', 'he', 'like', 'his', 'job', '.', 'actually', ""he's"", 'the', 'founder', 'of', 'his', 'company', '.', 'so', 'my', 'father', 'treat', 'me', 'in', 'a', 'good', 'way', '.', 'and', 'he', 'wish', 'for', 'me', 'everything', 'good', '.', 'and', 'I', 'wish', 'in', 'the', 'future', 'that', 'someday', 'that', 'I', 'can', 'became', 'ah', 'same', 'like', 'my', 'father', '.', 'my', 'father', 'live', 'in', 'the', 'Riyadh', 'with', 'our', 'family', '.', 'and', 'my', 'father', 'gave', 'me', 'everything', 'that', 'I', 'want', '.', 'because', 'that', 'reason', 'I', 'like', 'him', '.', 'and', 'ah', 'he', 'always', 'assist', 'me', 'and', 'support', 'me', '.', 'and', 'he', 'always', 'contribute', 'with', 'poor', 'people', '.', 'and', 'my', 'father', ""he's"", 'a', 'significant', 'person', 'in', 'my', 'ah', 'life', '.', 'and', 'he', 'teach', 'me', 'everything', 'in', 'appropriate', 'way', '.', 'and', 'in', 'the', 'future', 'I', 'want', 'be', 'same', 'my', 'father', 'because', ""he's"", 'everything', 'in', 'my', 'life', 'and', 'without', 'my', 'father', ""I'm"", 'nothing', '.', 'so', 'I', 'wish', 'him', 'all', 'the', 'best', '.', 'and', 'I', 'wish', 'him', 'longer', 'age', 'and', 'everything', 'so', '.']","['det:art', 'n', 'cop', 'pro:indef', 'pro:sub', 'v', '.', 'pro:sub', 'mod', 'v', 'adv:tem', 'adv', 'det:poss', 'n', '.', 'det:poss', 'n', 'adj', 'prep', 'n:prop', 'n:prop', 'n:prop', '.', 'coord', 'pro:sub', 'v', 'prep', 'det:poss', 'n', 'conj', 'pro:sub', 'cop', 'adj', 'n', 'coord', 'adj', 'n', '.', 'coord', 'pro:sub', 'v', 'det:poss', 'n', 'coord', 'det:poss', 'n', '.', 'coord', 'pro:sub', 'v', 'det:poss', 'n', '.', 'adv', 'pro:sub', 'cop', 'det:art', 'v', 'prep', 'det:poss', 'n', '.', 'adv', 'det:poss', 'n', 'v', 'pro:obj', 'prep', 'det:art', 'adj', 'n', '.', 'coord', 'pro:sub', 'v', 'prep', 'pro:obj', 'pro:indef', 'adj', '.', 'coord', 'pro:sub', 'v', 'prep', 'det:art', 'n', 'adv', 'adv:tem', 'comp', 'pro:sub', 'mod', 'cop', 'co', 'adj', 'prep', 'det:poss', 'n', '.', 'det:poss', 'n', 'v', 'prep', 'det:art', 'n:prop', 'prep', 'det:poss', 'n', '.', 'coord', 'det:poss', 'n', 'v', 'pro:obj', 'pro:indef', 'pro:rel', 'pro:sub', 'v', '.', 'conj', 'det:dem', 'n', 'pro:sub', 'v', 'pro:obj', '.', 'coord', 'co', 'pro:sub', 'adv', 'v', 'pro:obj', 'coord', 'v', 'pro:obj', '.', 'coord', 'pro:sub', 'adv', 'v', 'prep', 'adj', 'n', '.', 'coord', 'det:poss', 'n', 'pro:sub', 'cop', 'det:art', 'adj', 'n', 'prep', 'det:poss', 'co', 'n', '.', 'coord', 'pro:sub', 'v', 'pro:obj', 'pro:indef', 'prep', 'adj', 'n', '.', 'coord', 'prep', 'det:art', 'n', 'pro:sub', 'v', 'cop', 'adj', 'det:poss', 'n', 'conj', 'pro:sub', 'cop', 'pro:indef', 'prep', 'det:poss', 'n', 'coord', 'prep', 'det:poss', 'n', 'pro:sub', 'cop', 'pro:indef', '.', 'co', 'pro:sub', 'v', 'pro:obj', 'adv', 'det:art', 'adj', '.', 'coord', 'pro:sub', 'v', 'pro:obj', 'adj', 'n', 'coord', 'pro:indef', 'adv', '.']","['the', 'topic', 'be&3S', 'someone', 'I', 'admire', '', 'I', 'will', 'talk', 'today', 'about', 'my', 'father', '', 'my', 'father', 'born', 'in', 'Jeddah', 'Saudi', 'Arabia', '', 'and', 'I', 'admire', 'with', 'my', 'father', 'because', 'he', 'be&3S', 'intelligent', 'man', 'and', 'polite', 'man', '', 'and', 'he', 'like', 'his', 'family', 'and', 'his', 'child&PL', '', 'and', 'he', 'like', 'his', 'job', '', 'actual&dadj-LY', 'he', 'be&3S', 'the', 'founder', 'of', 'his', 'company', '', 'so', 'my', 'father', 'treat', 'me', 'in', 'a', 'good', 'way', '', 'and', 'he', 'wish', 'for', 'me', 'everything', 'good', '', 'and', 'I', 'wish', 'in', 'the', 'future', 'that', 'someday', 'that', 'I', 'can', 'become&PAST', 'ah', 'same', 'like', 'my', 'father', '', 'my', 'father', 'live', 'in', 'the', 'Riyadh', 'with', 'our', 'family', '', 'and', 'my', 'father', 'give&PAST', 'me', 'everything', 'that', 'I', 'want', '', 'because', 'that', 'reason', 'I', 'like', 'him', '', 'and', 'ah', 'he', 'always', 'assist', 'me', 'and', 'support', 'me', '', 'and', 'he', 'always', 'contribute', 'with', 'poor', 'person&PL', '', 'and', 'my', 'father', 'he', 'be&3S', 'a', 'significant', 'person', 'in', 'my', 'ah', 'life', '', 'and', 'he', 'teach', 'me', 'everything', 'in', 'appropriate', 'way', '', 'and', 'in', 'the', 'future', 'I', 'want', 'be', 'same', 'my', 'father', 'because', 'he', 'be&3S', 'everything', 'in', 'my', 'life', 'and', 'without', 'my', 'father', 'I', 'be&1S', 'nothing', '', 'so', 'I', 'wish', 'him', 'all', 'the', 'good&SP', '', 'and', 'I', 'wish', 'him', 'long-CP', 'age', 'and', 'everything', 'so', '']"
3,Vercellotti\1060_4P1.cha,1060,fm5,Arabic,19.0,level4,more than 5 years,less than 1 year,"['the', 'topic', 'is', 'talking', 'about', 'a', 'problem', 'in', 'the', 'world', 'that', 'concerned', 'me', '.', 'ah', 'actually', 'there', 'is', 'a_lot_of', 'problem', 'that', 'concerns', 'me', 'and', 'concerns', 'everybody', '.', 'but', 'today', 'I', 'want', 'talk', 'on', 'one', 'specific', 'problem', 'which', 'is', 'in', 'this', 'world', 'there', 'is', 'a_lot_of', 'cars', '.', 'cars', 'causes', 'pollution', 'in', 'the', 'air', '.', 'ah', 'specifically', 'the', 'exhaust', 'of', 'the', 'car', 'exhaust', 'a_lot_of', 'chemicals', 'or', 'embalms', 'in', 'the', 'airs', '.', 'so', ""I'm"", 'looking', 'forward', 'that', 'if', 'they', 'can', 'solve', 'this', 'problem', '.', 'they', 'can', 'solve', 'it', 'by', 'they', 'sell', 'less', 'cars', 'in', 'the', 'world', 'that', 'they', 'put', 'a', 'specific', 'amount', 'for', 'people', 'that', 'they', 'can', 'buy', 'a', 'car', '.', 'for', 'example', 'a_lot_of', 'Saudis', 'country', 'or', 'any', 'country', 'just', 'one', 'family', 'they', 'has', 'more', 'than', 'six', 'or', 'seven', 'cars', '.', 'that', 'causing', 'problem', 'with', 'the', 'pollution', '.', 'so', 'obviously', 'it', 'will', 'have', 'result', 'ah', 'by', 'pollution', '.', 'and', ""there's"", 'a_lot_of', 'aspects', 'that', 'can', 'affect', 'the', 'people', 'or', 'affect', 'the', 'air', '.', 'so', ""I'm"", 'looking', 'forward', 'for', 'solve', 'this', 'problem', '.', 'there', 'is', 'each', 'house', 'in', 'any', 'country', 'approximately', 'ten', 'or', 'fifteen', 'cars', 'for', 'just', 'one', 'family', '.', 'so', 'they', 'must', 'decide', 'a', 'goal', 'to', 'achieve', 'it', 'to', 'solve', 'this', 'problem', '.', 'they', 'hafta', 'solve', 'this', 'problem', 'as', 'soon', 'as', 'they', 'can', '.']","['det:art', 'n', 'aux', 'part', 'prep', 'det:art', 'n', 'prep', 'det:art', 'n', 'pro:rel', 'v', 'pro:obj', '.', 'co', 'adv', 'adv', 'cop', 'qn', 'n', 'pro:rel', 'v', 'pro:obj', 'coord', 'v', 'pro:indef', '.', 'conj', 'adv:tem', 'pro:sub', 'v', 'n', 'prep', 'det:num', 'adj', 'n', 'pro:rel', 'cop', 'prep', 'det:dem', 'n', 'adv', 'cop', 'qn', 'n', '.', 'n', 'v', 'n', 'prep', 'det:art', 'n', '.', 'co', 'adv', 'det:art', 'n', 'prep', 'det:art', 'n', 'n', 'qn', 'n', 'coord', 'v', 'adv', 'det:art', 'n', '.', 'adv', 'pro:sub', 'aux', 'part', 'adv', 'adv', 'conj', 'pro:sub', 'mod', 'v', 'det:dem', 'n', '.', 'pro:sub', 'mod', 'v', 'pro:per', 'adv', 'pro:sub', 'v', 'adj', 'n', 'prep', 'det:art', 'n', 'pro:rel', 'pro:sub', 'v', 'det:art', 'adj', 'n', 'prep', 'n', 'pro:rel', 'pro:sub', 'mod', 'v', 'det:art', 'n', '.', 'prep', 'n', 'qn', 'n:prop', 'n', 'coord', 'qn', 'n', 'adv', 'det:num', 'n', 'pro:sub', 'v', 'qn', 'prep', 'det:num', 'coord', 'det:num', 'n', '.', 'comp', 'part', 'n', 'prep', 'det:art', 'n', '.', 'adv', 'adv', 'pro:per', 'mod', 'v', 'n', 'co', 'prep', 'n', '.', 'coord', 'pro:exist', 'cop', 'qn', 'n', 'pro:rel', 'mod', 'v', 'det:art', 'n', 'coord', 'v', 'det:art', 'n', '.', 'adv', 'pro:sub', 'aux', 'part', 'adv', 'prep', 'v', 'det:dem', 'n', '.', 'pro:exist', 'cop', 'qn', 'n', 'prep', 'qn', 'n', 'adv', 'det:num', 'coord', 'det:num', 'n', 'prep', 'adv', 'det:num', 'n', '.', 'co', 'pro:sub', 'mod', 'v', 'det:art', 'n', 'inf', 'v', 'pro:per', 'inf', 'v', 'det:dem', 'n', '.', 'pro:sub', 'mod', 'inf', 'v', 'det:dem', 'n', 'prep', 'adv', 'conj', 'pro:sub', 'mod', '.']","['the', 'topic', 'be&3S', 'talk-PRESP', 'about', 'a', 'problem', 'in', 'the', 'world', 'that', 'concern-PAST', 'me', '', 'ah', 'actual&dadj-LY', 'there', 'be&3S', 'a_lot_of', 'problem', 'that', 'concern-3S', 'me', 'and', 'concern-3S', 'everybody', '', 'but', 'today', 'I', 'want', 'talk', 'on', 'one', 'specific', 'problem', 'which', 'be&3S', 'in', 'this', 'world', 'there', 'be&3S', 'a_lot_of', 'car-PL', '', 'car-PL', 'cause-3S', 'pollution', 'in', 'the', 'air', '', 'ah', 'specific&dadj-AL-LY', 'the', 'exhaust', 'of', 'the', 'car', 'exhaust', 'a_lot_of', 'chemical-PL', 'or', 'embalm-3S', 'in', 'the', 'air-PL', '', 'so', 'I', 'be&1S', 'look-PRESP', 'forward', 'that', 'if', 'they', 'can', 'solve', 'this', 'problem', '', 'they', 'can', 'solve', 'it', 'by', 'they', 'sell', 'less', 'car-PL', 'in', 'the', 'world', 'that', 'they', 'put&ZERO', 'a', 'specific', 'amount', 'for', 'person&PL', 'that', 'they', 'can', 'buy', 'a', 'car', '', 'for', 'example', 'a_lot_of', 'Saudis', 'country', 'or', 'any', 'country', 'just', 'one', 'family', 'they', 'have&3S', 'more', 'than', 'six', 'or', 'seven', 'car-PL', '', 'that', 'cause-PRESP', 'problem', 'with', 'the', 'pollution', '', 'so', 'obvious&dadj-LY', 'it', 'will', 'have', 'result', 'ah', 'by', 'pollution', '', 'and', 'there', 'be&3S', 'a_lot_of', 'aspect-PL', 'that', 'can', 'affect', 'the', 'person&PL', 'or', 'affect', 'the', 'air', '', 'so', 'I', 'be&1S', 'look-PRESP', 'forward', 'for', 'solve', 'this', 'problem', '', 'there', 'be&3S', 'each', 'house', 'in', 'any', 'country', 'approximate&dadj-LY', 'ten', 'or', 'fifteen', 'car-PL', 'for', 'just', 'one', 'family', '', 'so', 'they', 'must', 'decide', 'a', 'goal', 'to', 'achieve', 'it', 'to', 'solve', 'this', 'problem', '', 'they', 'have', 'to', 'solve', 'this', 'problem', 'as', 'soon', 'as', 'they', 'can', '']"
4,Vercellotti\1060_4P2.cha,1060,fm5,Arabic,19.0,level4,more than 5 years,less than 1 year,"['the', 'topic', 'is', 'talk', 'about', 'something', 'I', 'regret', 'that', 'I', 'have', 'done', '.', 'first', 'ah', 'yesterday', 'the', 'teacher', 'was', 'distributing', 'the', 'worksheet', 'or', 'the', 'exam', 'paper', 'test', 'and', 'actually', 'I', ""didn't"", 'study', '.', 'and', 'while', ""I'm"", 'facing', 'the', 'exam', 'I', ""didn't"", 'know', 'how', 'to', 'answer', '.', 'so', 'the', 'result', 'was', 'that', 'I', 'failed', 'in', 'the', 'exam', '.', 'so', 'if', 'I', 'studied', 'good', 'I', ""shouldn't"", 'fail', 'in', 'the', 'exam', '.', 'what', 'I', 'should', 'have', 'done', 'differently', 'I', 'should', 'have', 'ah', 'to', 'study', 'hard', 'and', 'worked', 'hard', 'to', 'pass', 'this', 'exam', '.', 'and', 'if', 'I', 'studied', 'good', 'and', 'if', 'I', 'work', 'hard', 'I', 'would', 'not', 'fail', 'in', 'my', 'exam', '.', 'I', 'will', 'get', 'full', 'mark', '.', 'ah', 'and', 'I', 'will', 'pass', 'the', 'exam', '.', 'so', 'there', 'is', 'some', 'process', 'I', 'have', 'to', 'follow', 'for', 'studying', 'to', 'pass', 'any', 'exam', 'to', 'get', 'a', 'full', 'mark', '.']","['det:art', 'n', 'cop', 'v', 'adv', 'pro:indef', 'pro:sub', 'v', 'comp', 'pro:sub', 'aux', 'part', '.', 'adv', 'co', 'adv:tem', 'det:art', 'n', 'aux', 'part', 'det:art', 'n', 'coord', 'det:art', 'n', 'n', 'n', 'coord', 'adv', 'pro:sub', 'mod', 'neg', 'v', '.', 'coord', 'conj', 'pro:sub', 'aux', 'part', 'det:art', 'n', 'pro:sub', 'mod', 'neg', 'v', 'pro:int', 'inf', 'v', '.', 'co', 'det:art', 'n', 'cop', 'pro:rel', 'pro:sub', 'v', 'prep', 'det:art', 'n', '.', 'adv', 'conj', 'pro:sub', 'v', 'adj', 'pro:sub', 'mod', 'neg', 'v', 'prep', 'det:art', 'n', '.', 'pro:int', 'pro:sub', 'mod', 'aux', 'part', 'adv', 'pro:sub', 'mod', 'v', 'co', 'prep', 'n', 'adv', 'coord', 'v', 'adv', 'inf', 'v', 'det:dem', 'n', '.', 'coord', 'conj', 'pro:sub', 'v', 'adj', 'coord', 'conj', 'pro:sub', 'v', 'adv', 'pro:sub', 'mod', 'neg', 'v', 'prep', 'det:poss', 'n', '.', 'pro:sub', 'mod', 'v', 'adj', 'n', '.', 'co', 'coord', 'pro:sub', 'mod', 'v', 'det:art', 'n', '.', 'co', 'pro:exist', 'cop', 'qn', 'n', 'pro:sub', 'v', 'inf', 'v', 'prep', 'n:gerund', 'inf', 'v', 'qn', 'n', 'inf', 'v', 'det:art', 'adj', 'n', '.']","['the', 'topic', 'be&3S', 'talk', 'about', 'something', 'I', 'regret', 'that', 'I', 'have', 'do&PASTP', '', 'first', 'ah', 'yesterday', 'the', 'teach&dv-AGT', 'be&PAST&13S', 'distribute-PRESP', 'the', 'worksheet', 'or', 'the', 'exam', 'paper', 'test', 'and', 'actual&dadj-LY', 'I', 'do&PAST', 'not', 'study', '', 'and', 'while', 'I', 'be&1S', 'face-PRESP', 'the', 'exam', 'I', 'do&PAST', 'not', 'know', 'how', 'to', 'answer', '', 'so', 'the', 'result', 'be&PAST&13S', 'that', 'I', 'fail-PAST', 'in', 'the', 'exam', '', 'so', 'if', 'I', 'study-PAST', 'good', 'I', 'should', 'not', 'fail', 'in', 'the', 'exam', '', 'what', 'I', 'should', 'have', 'do&PASTP', 'different&dadj-LY', 'I', 'should', 'have', 'ah', 'to', 'study', 'hard', 'and', 'work-PAST', 'hard', 'to', 'pass', 'this', 'exam', '', 'and', 'if', 'I', 'study-PAST', 'good', 'and', 'if', 'I', 'work', 'hard', 'I', 'will&COND', 'not', 'fail', 'in', 'my', 'exam', '', 'I', 'will', 'get', 'full', 'mark', '', 'ah', 'and', 'I', 'will', 'pass', 'the', 'exam', '', 'so', 'there', 'be&3S', 'some', 'process', 'I', 'have', 'to', 'follow', 'for', 'study-PRESP', 'to', 'pass', 'any', 'exam', 'to', 'get', 'a', 'full', 'mark', '']"
